Date,CITY,CNT
2020-03-14,SANDALANKAWA,1
2019-09-19,TALAWATUGODA,1
2019-06-10,PUGODA,1
2019-12-07,DAMBULLA,1
2019-12-18,BORALESGAMUWA,2
2019-12-28,GAMPAHA,2
2020-01-03,COLOMBO 13,2
2020-01-23,BIYAGAMA,14
2019-09-14,PAMUNUGAMA,1
2019-10-10,RANALA,1
2020-03-02,COLOMBO 6,5
2020-03-11,KOLONNAWA,1
2019-10-28,DANKOTUWA,3
2019-12-06,COLOMBO 10,8
2020-02-24,KELANIYA,1
2019-07-15,SANDALANKAWA,2
2019-12-28,DEHIWALA,2
2019-08-10,BORALESGAMUWA,2
2019-10-17,COLOMBO 6,1
2019-12-02,COLOMBO 7,11
2019-08-19,HOKANDARA,1
2019-12-19,COLOMBO 8,2
2019-12-06,WATTALA,4
2020-01-30,COLOMBO 7,9
2020-05-27,GONAPOLA JUNCTION,1
2019-06-28,NEGOMBO,5
2019-12-31,PILIYANDALA,1
2020-02-06,BADALGAMA,1
2020-03-05,DEHIWALA,4
2019-07-25,DEHIWALA,1
2019-12-21,COLOMBO 7,2
2020-02-05,NUGEGODA,3
2020-02-17,RAJAGIRIYA,2
2019-09-06,KADUWELA,1
2019-12-23,BepzbiyagMa,1
2019-12-21,Ratmalatha,1
2020-02-10,NITTAMBUWA,2
2019-11-02,KURUNEGALA,2
2019-12-20,WATTALA,3
2020-02-28,HANWELLA,1
2019-11-23,BADALGAMA,9
2020-02-26,COLOMBO 7,2
2019-07-18,WATHUPITIWALA,1
2019-09-20,COLOMBO,19
2019-10-17,PILIYANDALA,2
2019-11-21,COLOMBO 2,14
2020-03-07,COLOMBO 2,12
2019-10-07,KADAWATHA,3
2019-12-30,CHILAW,1
2020-01-02,KOLONNAWA,1
2020-01-30,KATUNAYAKE,5
2020-03-06,Peliyagoda,2
2019-08-23,AVISSAWELLA,2
2019-10-11,COLOMBO 5,3
2019-12-06,MALWANA,10
2019-07-11,KOCHCHIKADE,1
2020-01-06,COLOMBO 8,5
2020-01-06,AVISSAWELLA,2
2020-02-17,KANDY,2
2019-12-21,VEYANGODA,1
2019-08-27,KELANIYA,1
2019-06-10,RAJAGIRIYA,2
2019-11-14,PUTTALAM,2
2020-02-21,COLOMBO 14,2
2019-11-23,KATUNAYAKE (FTZ),4
2020-02-10,BORALESGAMUWA,7
2020-02-19,COLOMBO 3,20
2019-07-06,PELIYAGODA,1
2019-08-19,DEHIWALA,2
2019-07-27,COLOMBO 1,3
2019-07-29,BATTARAMULLA,1
2020-02-21,KOHUWALA,1
2019-09-30,MEEGODA,1
2019-10-23,BIYAGAMA,2
2020-03-04,HORANA,1
2020-03-18,DELGODA,1
2019-09-19,KALUTARA,3
2019-12-10,HORANA,1
2019-10-19,MAKOLA,1
2020-03-07,COLOMBO 4,1
2020-05-20,PELIYAGODA,1
2019-09-28,COLOMBO 7,6
2019-10-19,AVISSAWELLA,3
2020-03-02,PILIYANDALA,1
2019-12-10,COLOMBO 10,2
2019-12-14,Ekala,5
2019-11-02,BIYAGAMA IPZ,7
2019-11-09,PANADURA,1
2019-08-15,MALABE,1
2019-09-26,MAWATHA,1
2019-08-31,COLOMBO 1,22
2019-11-02,COLOMBO 12,1
2019-07-12,WATTALA,9
2019-10-02,Havelock road,1
2019-10-07,MEEGODA,1
2019-07-15,GONAWALA,1
2019-09-20,WATTALA,5
2019-12-19,BENTOTA,1
2019-07-06,KALUBOWILA,3
2019-09-11,PANADURA,3
2020-01-24,NITTAMBUWA,1
2019-07-01,DANKOTUWA,3
2019-10-10,BADALGAMA,1
2019-11-14,KATANA,1
2020-01-16,MAKOLA,1
2020-02-14,RAJAGIRIYA,2
2020-01-09,COLOMBO 2,7
2019-06-17,BIYAGAMA,8
2019-12-20,COLOMBO,22
2019-08-28,BADALGAMA,2
2020-03-04,MATARA,1
2020-02-10,MALWANA,14
2020-02-11,COLOMBO 3,1
2019-06-12,KATUNAYAKE,3
2019-09-25,COLOMBO 6,2
2020-01-04,COLOMBO 6,1
2020-02-22,BIYAGAMA,5
2019-06-27,KADAWATHA,3
2019-12-06,BORALESGAMUWA,1
2019-12-30,COLOMBO 5,3
2019-11-25,HOMAGAMA,2
2020-03-04,BINGIRIYA,1
2019-07-22,MINUWANGODA,1
2019-09-19,COLOMBO 10,7
2020-01-03,HORANA,1
2019-10-31,YAKWILA,1
2019-07-18,MATARA,1
2019-08-03,DEHIWALA,2
2019-10-07,HEIYANTHUDUWA,1
2019-12-05,GONAWILA,1
2019-09-30,THIMBIRIGASKATUWA,1
2019-11-15,KATUWELLEGAMA,1
2020-02-10,NEGOMBO,3
2019-09-05,KATUNAYAKE AIR FORCE CAMP,1
2019-11-01,Bepzbiyagama,1
2019-11-07,DEHIWALA,4
2020-01-22,KADAWATHA,3
2020-03-06,NEGOMBO,3
2020-05-02,Ratmalana,10
2020-06-01,COLOMBO 4,4
2019-09-19,KIRIBATHGODA,1
2020-02-08,COLOMBO 3,1
2020-05-15,ANURADAPURA,1
2019-10-03,KADAWATHA,2
2019-11-29,ANURADHAPURA,1
2019-12-19,COLOMBO 1,7
2019-12-20,MALABE,2
2020-02-24,BATTARAMULLA,2
2020-02-27,GAMPAHA,3
2020-05-05,SRI JAYAWARDENAPURA,1
2019-11-27,COLOMBO 7,4
2019-12-04,PANNIPITIYA,1
2019-06-28,COLOMBO 15,2
2019-11-25,COLOMBO 3,76
2020-02-10,TELDENIYA,1
2019-06-24,PANADURA,1
2019-11-02,KELANIYA,7
2019-12-09,POLGAHAWELA,1
2020-03-02,NAWALA,4
2019-07-22,COLOMBO 8,1
2019-08-26,JA-ELA,1
2020-03-14,HORANA,2
2019-08-23,COLOMBO 2,7
2019-09-27,AVISSAWELLA,3
2020-02-06,JA ELA,1
2020-05-28,BORALESGAMUWA,2
2019-06-11,COLOMBO 10,1
2020-01-06,BATTARAMULLA,5
2020-05-23,COLOMBO 3,3
2019-10-02,RATNAPURA,1
2020-02-10,DELGODA,3
2019-06-20,PILIYANDALA,2
2019-10-08,MOUNT LAVINIA,1
2020-05-30,COLOMBO 10,1
2020-01-17,NUGEGODA,4
2019-09-04,MATTAKA,1
2020-02-15,PITA KOTTE,1
2020-03-11,DIVULAPITIYA,2
2019-12-02,COLOMBO 15,2
2020-01-27,COLOMBO 14,2
2020-03-12,05 COLOMBO,1
2020-02-29,PANNIPITIYA,2
2020-04-22,bepzbiyagana,1
2019-12-12,DANKOTUWA,1
2020-02-07,POLGAHAWELA,1
2019-10-19,KELANIYA,1
2020-04-08,COLOMBO 2,4
2020-05-21,COLOMBO 5,5
2020-05-26,BIYAGAMA,3
2019-10-10,COLOMBO 6,3
2019-12-16,UDUGAMPOLA,1
2019-06-22,HORAMPELLA,1
2019-11-18,KOTTE,1
2019-07-03,COLOMBO 10,1
2019-09-07,COLOMBO 6,3
2020-02-18,KOTTE,1
2019-06-13,BIYAGAMA,6
2019-07-18,Ragama,4
2019-07-29,KELANIYA,4
2019-08-29,BADALGAMA,3
2019-08-31,KIRIBATHGODA,1
2020-01-13,DEHIWALA,10
2019-08-15,RAGAMA,4
2019-10-04,MOUNT LAVINIA,1
2019-10-19,BATTARAMULLA,10
2020-02-10,ANGODA,1
2019-08-05,COLOMBO 5,8
2019-10-17,BANDARAGAMA,1
2020-01-24,DELGODA,1
2019-08-06,SANDALANKAWA,2
2019-11-04,KATUNAYAKE,20
2019-08-07,SIYAMBALAPE,1
2019-12-30,"WELIPILLAWA-10656 ,SRI LANKA.",1
2020-01-09,RAGAMA,1
2019-11-30,RANALA,1
2019-08-15,PELIYAGODA,2
2020-05-19,COLOMBO 14,3
2019-12-28,WATTALA,1
2019-09-21,NEGOMBO,1
2020-03-02,KOCHCHIKADE,3
2019-07-20,GAMPAHA,4
2020-02-19,AVISSAWELLA,2
2019-11-15,SEEDUWA,4
2019-07-12,DELGODA,1
2019-10-10,KANDANA,2
2019-11-25,KANDANA,2
2019-08-24,COLOMBO 7,4
2019-11-08,COLOMBO 10,8
2019-07-02,Eattala,1
2019-10-24,Nitabuwa,1
2019-11-02,BATTARAMULLA,2
2019-12-18,NUGEGODA,5
2019-06-07,KANDY,1
2020-05-12,DIVULAPITIYA,3
2020-02-27,COLOMBO 1,8
2019-08-01,AVISSAWELLA,2
2019-12-27,COLOMBO 5,1
2019-11-18,DANKOTUWA,1
2019-11-30,KATUNAYAKE (FTZ),2
2020-02-14,RAGAMA,1
2020-03-13,RAJAGIRIYA,3
2020-03-20,MALWANA,2
2019-12-05,COLOMBO,31
2020-02-10,WATTALA,6
2020-03-27,GONAWALA,1
2019-11-22,Dehiwela,4
2020-01-07,COLOMBO 5,3
2020-02-05,BORALESGAMUWA,1
2020-05-23,NEGOMBO,1
2020-03-12,SEEDUWA,1
2020-02-03,PANADURA,1
2020-03-05,WATTALA,2
2019-08-23,EMBULDENIYA,1
2019-10-18,NAWANA,1
2019-10-26,WENNAPPUWA,2
2019-11-30,SEEDUWA,1
2020-04-23,WANALUWAWA,1
2020-03-06,COLOMBO 15,1
2019-06-03,KANDY,1
2019-11-11,Bepzbiyahaa,1
2019-09-11,COLOMBO 7 DE,1
2019-11-02,BIYAGAMA,3
2020-01-08,COLOMBO 7,1
2020-02-03,BINGIRIYA,1
2020-04-28,MOUNT LAVINIA,1
2019-07-10,MALWANA,3
2020-04-08,BANDARAGAMA,1
2019-07-22,KELANIYA,4
2019-11-16,DEDIGAMUWA,1
2020-05-09,KOLONNAWA,1
2019-10-18,VEYANGODA,1
2019-12-07,COLOMBO 7,4
2019-08-31,HATTON,1
2019-11-05,GAMPAHA,3
2019-06-25,DEHIWALA,1
2019-09-23,COLOMBO 2,13
2019-09-23,GONAWALA,1
2019-06-06,COLOMBO 10,2
2019-12-09,COLOMBO 5,5
2020-01-08,COLOMBO 15,8
2020-05-27,BATTARAMULLA,5
2020-03-19,EKALA,2
2019-08-02,COLOMBO 3,10
2019-08-23,COLOMBO 15,3
2020-05-11,HORANA,3
2019-07-27,COLOMBO 8,2
2019-07-29,KURUNEGALA,2
2019-08-24,MALWANA,4
2020-03-11,HORANA,1
2019-06-17,COLOMBO 12,1
2019-07-24,BADALGAMA,1
2019-12-23,DAMBULLA,1
2020-05-26,MORATUWA,2
2019-07-18,COLOMBO 13,2
2019-08-08,WATTALA,2
2019-07-22,COLOMBO 2,7
2019-09-09,COLOMBO 4,5
2019-10-17,COLOMBO 4,3
2019-09-14,KATUNAYAKE,17
2019-10-30,COLOMBO 2,4
2019-11-11,HABARADUWA,1
2020-01-13,Ranala,1
2020-02-05,COLOMBO 7,6
2019-06-21,NEGOMBO,3
2020-01-02,KOTTE,1
2019-10-23,NUGEGODA,4
2020-01-18,MOUNT LAVINIA,1
2019-09-05,PELIYAGODA,1
2019-09-05,COLOMBO 4,1
2019-06-21,BORALESGAMUWA,1
2019-12-14,BIYAGAMA,3
2019-06-06,HOMAGAMA,1
2019-09-10,COLOMBO 10,1
2019-10-03,KATUNAYAKE,12
2019-11-20,ANURADHAPURA,1
2019-11-25,GONAWILA,1
2020-02-24,COLOMBO,19
2020-04-25,PUGODA,1
2019-07-30,RAJAGIRIYA,1
2019-11-22,SEEDUWA,1
2020-02-24,COLOMBO 8,3
2020-03-28,COLOMBO 3,1
2019-09-07,RAJAGIRIYA,5
2020-01-29,HOKANDARA,2
2020-02-15,SEEDUWA,2
2019-12-03,KURUNEGALA,2
2020-05-13,Peliyagoda,1
2019-12-18,KULIYAPITIYA,1
2020-01-25,ragama,2
2020-02-19,ragama,1
2019-09-26,ITTAPANA,1
2020-01-11,ANURADHAPURA,2
2020-02-19,PELIYAGODA,1
2020-03-02,COLOMBO 4,1
2020-05-05,WELLAMPITIYA,1
2019-09-12,PANNIPITIYA,1
2019-09-21,KAPUGODA,3
2019-10-07,KATUNAYAKE,17
2019-10-18,COLOMBO 5,9
2019-11-20,COLOMBO 5,7
2020-03-11,PERADENIYA,1
2020-05-27,VAVUNIYA,6
2019-07-22,BATTARAMULLA,5
2020-03-06,COLOMBO 3,64
2019-07-30,Rathamaran,1
2019-12-12,RATNAPURA,2
2020-01-06,KELANIYA,2
2020-03-06,Ekaka,1
2019-10-31,COLOMBO 7,5
2019-08-02,COLOMBO 15,1
2019-07-13,HORANA,1
2019-11-08,ANDIAMBALAMA,1
2020-02-29,POLGAHAWELA,1
2019-06-29,DEHIWALA,1
2020-02-05,COLOMBO 15,2
2020-02-07,COLOMBO 5,6
2019-08-13,Bepz biyagams,1
2019-10-07,RATMALE,1
2019-10-19,EKALA JA ELA,1
2019-10-21,DOMPE,1
2019-11-13,GANEMULLA,1
2019-11-18,DIVULAPITIYA,2
2020-01-11,COLOMBO 5,3
2019-07-09,RAJAGIRIYA,2
2020-01-04,JA ELA,1
2020-04-30,NEBODA,1
2019-10-09,KALUTARA,1
2019-11-23,SANDALANKAWA,1
2019-07-29,COLOMBO 9,3
2019-08-12,Avissawella,1
2019-12-05,PANADURA,1
2019-09-25,BADALGAMA,1
2019-07-20,COLOMBO 1,7
2019-08-13,KATUNAYAKE (FTZ),2
2020-01-21,NUGEGODA,2
2019-09-07,KATUNAYAKE (FTZ),2
2020-01-29,KOTTE,1
2020-02-01,COLOMBO,5
2019-11-18,KALUTARA,4
2019-10-07,KOCHCHIKADE,2
2020-02-17,SRI JAYAWARDENAPURA KOTTE,1
2019-09-16,NAWALA,2
2019-12-13,BATTARAMULLA,1
2019-12-23,NITTAMBUWA,4
2019-06-29,HORANA,1
2019-10-05,KELANIYA,2
2019-11-08,KATUNAY,1
2019-11-19,COLOMBO COLOM 9,1
2019-07-23,PELIYAGODA,1
2019-08-30,JA-ELA,1
2020-02-29,KATUNAYAKE,16
2020-05-26,RATMALANA,9
2019-11-29,KATUNAYAKE,6
2020-03-17,KATUNAYAKE,14
2019-12-23,DIVULAPITIYA,3
2020-01-20,SANDALANKAWA,3
2020-05-20,bepzbiyagama,8
2020-01-31,MOUNT LAVINIA,1
2019-06-14,MATARA,1
2019-07-29,COLOMBO 11,1
2019-11-27,RAGAMA,1
2019-12-27,ARUGGODA,1
2019-08-09,COLOMBO,30
2019-12-16,BIYAGAMA IPZ,1
2020-01-14,DUNAGAHA,1
2019-07-17,NUGEGODA,3
2019-07-29,COLOMBO 14,3
2020-02-27,PATHIRAGODA,1
2019-08-29,KATUNAYAKE (FTZ),2
2019-10-21,NITTAMBUWA,3
2019-12-21,ragama,5
2019-08-12,COLOMBO 14,2
2019-08-19,COLOMBO 5,8
2019-10-24,KATUNAYAKE,10
2019-11-15,DEHIWALA,4
2019-11-21,COLOMBO 1,12
2020-05-05,KOTTE,2
2020-02-22,KOTTE,1
2019-09-09,HAPUTALE,1
2019-10-07,PANADURA,2
2020-01-24,NUGEGODA,3
2020-05-06,KATUNAYAKE,2
2019-12-02,COLOMBO 1,11
2019-12-20,KOHUWALA,1
2019-06-04,MULLERIYAWA NEW TOWN,1
2019-09-21,RATMALWALA,1
2019-08-05,UNAWATUNA,1
2019-10-19,COLOMBO 5,2
2019-12-28,KANDANA,1
2020-01-30,COLOMBO 1,9
2019-10-03,PANADURA,2
2019-10-03,AVISSAWELLA,2
2020-04-28,COLOMBO 10,16
2019-06-21,COLOMBO 9,2
2019-10-03,PELIYAGODA,1
2019-10-28,MEEGODA,1
2019-11-18,PAMUNUGAMA,1
2019-07-11,KURUNEGALA,1
2019-09-20,NITTAMBUWA,2
2019-10-14,COLOMBO 9,3
2019-10-24,SIYAMBALAPE,1
2020-02-29,COLOMBO 9,3
2020-04-18,COLOMBO 13,1
2020-04-27,COLOMBO 3,43
2019-07-20,MALWANA,9
2019-07-23,COLOMBO 2,4
2020-01-31,KELANIYA,1
2020-02-10,RAJAGIRIYA,3
2020-05-06,KANDY,1
2019-07-23,PANADURA,1
2020-01-02,NUGEGODA,2
2019-12-07,PILIYANDALA,2
2019-12-20,YAKWILA,1
2019-12-24,COLOMBO,4
2019-10-11,BIYAGAMA,3
2020-03-02,GAMPAHA,2
2019-10-23,MALABE,1
2019-10-28,KADAWATHA,5
2019-08-01,COLOMBO 14,3
2019-10-07,AVISSAWELLA,1
2019-11-25,SEEDUWA,2
2020-05-12,BADALGAMA,10
2019-10-18,COLOMBO 9,1
2019-12-05,KOLONNAWA,1
2019-08-09,HANWELLA,3
2019-12-17,BADALGAMA,1
2019-07-13,RATMALANA,4
2019-10-18,NUGEGODA,5
2019-12-27,BIYAGAMA,6
2020-03-10,KOTTE,1
2020-03-12,KOHUWALA,2
2019-09-11,ANURADHAPURA,1
2020-01-06,MALWANA,14
2020-05-27,COLOMBO 13,1
2019-07-30,MOUNT LAVINA-RATMALANA,1
2019-08-02,BATTARAMULLA,1
2019-09-19,DUNAGAHA,1
2019-12-12,RATMATANA,1
2019-10-04,GALLE,4
2019-10-05,KANDY,2
2019-09-09,RATHMALGAHAWEWA,1
2019-11-25,PILIYANDALA,2
2020-01-29,MAHARAGAMA,1
2020-03-27,BATTARAMULLA,5
2020-06-01,COLOMBO 3,37
2019-07-19,COLOMBO 15,1
2019-10-18,MALABE,1
2019-10-23,COLOMBO,24
2020-02-10,SANDALANKAWA,1
2019-06-14,COLOMBO 3,37
2019-11-23,COLOMBO 9,1
2020-01-25,BIYAGAMA,5
2020-03-02,DEHIWALA,7
2019-08-22,Badalgama,3
2019-07-29,THALAHITIMULLA,1
2019-08-09,COLOMBO 12,1
2019-09-14,Bepz biyagama,1
2020-02-13,NAWALAKANDA,1
2019-08-03,KADAWATHA,3
2020-01-09,WATTALA,1
2019-10-04,KOTUGODA,1
2019-09-28,NUGEGODA,2
2019-10-03,COLOMBO 2,8
2019-11-28,MOUNT LAVINIA,1
2020-04-23,DANKOTUWA,1
2019-08-12,NITTAMBUWA,1
2019-08-16,COLOMBO 5,7
2019-10-14,MALABE,1
2020-02-19,JA-ELA,1
2020-03-14,COLOMBO 1,15
2020-03-27,KELANIYA,1
2020-05-05,KADAWATHA,6
2019-07-11,MOUNT LAVINIA,2
2020-03-19,WATTALA,5
2020-01-11,Ekala,2
2020-05-13,HOKANDARA,1
2019-09-25,MALABE,1
2019-09-28,COLOMBO 3,55
2019-10-03,COLOMBO 4,5
2019-10-11,MORATUWA,1
2019-11-04,KOCHCHIKADE,1
2020-03-17,RUWANWELLA,1
2020-05-02,KOHUWALA,1
2020-02-15,BORALESGAMUWA,3
2019-10-11,NUGEGODA,5
2020-03-07,KAPUGODA,1
2020-05-13,SEEDUWA,1
2019-06-22,COLOMBO 10,3
2019-10-07,COLOMBO 4,2
2019-08-09,KELANIYA,2
2019-10-26,HORANA,1
2020-01-17,DANKOTUWA,2
2020-03-10,KADAWATHA,6
2019-06-21,Biyagama,7
2019-11-20,NUGEGODA,2
2020-01-02,COLOMBO 5,7
2019-10-25,KELANIYA,1
2019-09-24,NUGEGODA,1
2019-10-04,MALWANA,7
2020-04-24,COLOMBO 3,8
2019-09-06,COLOMBO 7,1
2020-04-21,BIYAGAMA,21
2019-07-22,KAPUGODA,7
2019-10-18,COLOMBO,21
2020-02-11,DEHIWALA,1
2020-02-15,MALWANA,7
2019-07-18,COLOMBO 1,3
2019-08-28,COLOMBO 2,9
2019-09-25,"HEMAS BLDNG,5TH FLR,COLOMBO 01",1
2019-11-22,KADAWATHA,2
2020-05-21,NUGEGODA,2
2019-08-13,COLOMBO 12,3
2019-08-24,GONAWALA,1
2019-10-07,COLOMBO 2,18
2019-12-27,NUGEGODA,1
2020-03-14,UDA PERADENIYA,1
2019-06-28,RAGAMA,3
2020-01-24,COLOMBO 7,5
2020-02-22,COLOMBO 5,9
2020-02-06,KURUNEGALA,2
2019-06-22,DIVULAPITIYA,1
2020-01-29,GONAWILA,1
2019-10-29,KELANIYA,3
2019-10-31,BIYAGAMA,4
2020-01-31,BATTARAMULLA,1
2019-08-15,RATMALANA,2
2019-10-14,COLOMBO,38
2019-10-21,MIRIGAMA,1
2019-11-04,MAWANELLA,1
2020-05-19,SRI JAYAWARDEN.,1
2019-08-06,HOKANDARA,1
2019-10-21,COLOMBO 14,7
2020-01-14,COLOMBO 3,10
2019-06-10,COLOMBO 8,4
2019-09-27,COLOMBO 10,3
2019-10-29,EKALA,2
2019-12-05,DANKOTUWA,1
2020-03-30,COLOMBO 5,1
2020-05-11,BATTARAMULLA,1
2019-08-19,KADAWATHA,9
2019-11-09,KAPUGODA,1
2020-04-18,COLOMBO 6,4
2020-01-31,PADUKKA,1
2019-12-06,COLOMBO 15,3
2020-05-02,COLOMBO 5,1
2019-09-02,MIRIGAMA,1
2020-02-24,COLOMBO 14,2
2019-08-15,HOKANDARA,1
2019-11-01,COLOMBO 8,1
2020-03-17,THIMIRIGASKATIWA NEGOM,1
2019-07-15,MALABE,1
2019-08-21,BIYAGAMA IPZ,2
2019-12-04,MALABE,2
2020-05-05,BORALESGAMUWA,3
2019-11-04,Bepz biyagama,1
2020-03-14,bepbiyagama,1
2019-06-03,GAMPAHA,10
2019-08-15,MINUWANGODA,1
2019-12-13,KELANIYA,2
2019-06-21,MORATUWA,1
2020-02-07,NUGEGODA,7
2019-10-10,MAKOLA,1
2020-04-08,MAKOLA,1
2019-08-23,JA-ELA,2
2019-07-20,Bepz biyagams,1
2019-07-26,MANGALAELIYA,1
2019-08-29,KOCHCHIKADE,2
2019-11-26,COLOMBO 1,2
2020-01-13,PELIYAGODA,1
2020-02-18,COLOMBO 2,3
2020-02-20,KELANIYA,2
2020-04-27,MATARA,1
2019-07-17,Ekala,2
2019-07-20,BADALGAMA,1
2019-10-26,BINGIRIYA,1
2019-08-17,COLOMBO 14,2
2019-11-06,RANALA,2
2020-04-20,NEGOMBO,4
2020-04-21,bepzbiyaga,1
2019-11-22,COLOMBO 15,5
2020-03-10,MOUNT LAVINIA,1
2019-07-20,GALLE,2
2019-10-28,GONAPOLA,1
2019-10-28,MALWANA,23
2019-07-04,BIYAGAMA,1
2019-08-28,MULLERIYAWA NEW TOWN,1
2019-08-29,Bepz biyagama,1
2020-05-28,PANADURA,1
2019-08-07,KANDY,2
2019-12-04,COLOMBO 9,1
2019-12-20,PANNIPITIYA,2
2019-06-10,DANKOTUWA,1
2020-03-19,KURUNEGALA,1
2019-08-03,KATUNAYAKE,5
2019-11-20,HORANA,2
2019-12-04,NUGEGODA,2
2019-06-07,GAMPAHA,6
2019-12-20,BIYAGA MALWANA,1
2019-08-26,KAPUGODA,2
2020-05-30,SANDALANKAWA,3
2019-10-10,MIRIGAMA,1
2019-12-14,COLOMBO 5,4
2020-01-25,COLOMBO 8,1
2019-10-02,HOMAGAMA,3
2019-09-30,MATARA,1
2019-12-20,BINGIRIYA,1
2020-03-10,MAKOLA,2
2019-12-19,MALWANA,7
2019-07-31,COLOMBO 8,2
2019-09-05,MINUWANGODA,1
2019-11-30,KOLONNAWA,1
2020-01-28,NITTAMBUWA,1
2019-10-31,NUGEGODA,4
2019-10-28,COLOMBO 13,2
2019-11-01,"JAFFNA ",1
2019-12-05,KURUNEGALA,1
2019-09-20,COLOMBO 10,3
2019-08-16,COLOMVO,1
2019-08-30,KOCHCHIKADE,1
2020-02-21,NAINAMADAMA,1
2019-11-30,GONAPOLA,1
2019-06-21,COLOMBO,56
2019-08-03,WELIGAMA,1
2019-11-06,EMBILIPITIYA,1
2019-12-20,COLOMBO 5,8
2019-08-13,COLOMBO 9,3
2020-02-24,PANNIPITIYA,3
2020-01-03,COLOMBO,6
2019-08-30,NAWALA,1
2019-12-13,SEEDUWA,2
2019-10-02,KAPUGODA,1
2019-08-05,HORANA,5
2019-11-22,DIVULAPITIYA,3
2019-12-09,BIYAGAMA,15
2020-03-11,Ekala,6
2019-08-05,VEYANGODA,1
2019-11-07,RAJAGIRIYA,2
2020-01-16,COLOMBO 7,10
2020-03-11,PANADURA,2
2019-11-01,BADALGAMA,3
2019-12-21,COLOMBO 4,4
2020-02-17,WATTALA,5
2019-10-24,COLOMBO 13,1
2019-11-29,Horana,2
2020-02-03,DEMANHANDIYA,1
2019-07-04,NUGEGODA,4
2019-07-25,MEEGODA,1
2019-08-20,KOCHCHIKADE,1
2019-09-27,HEIYANTHUDUWA,1
2019-10-07,ELPITIYA,1
2019-11-19,JA-ELA,1
2020-04-20,AWISSAWELLA,1
2019-08-17,NITTAMBUWA,1
2019-11-28,WATTALA,4
2019-12-28,JA ELA,2
2020-01-08,BADALGAMA,7
2020-03-06,COLOMBO 8,1
2019-10-05,BIYAGAMA IPZ,3
2019-06-14,RAGAMA,2
2019-06-25,COLOMBO 15,1
2020-05-27,COLOMBO 5,1
2019-06-19,DANKOTUWA,1
2019-09-04,COLOMBO 10,6
2019-09-30,AVISSAWELLA,3
2019-10-24,COLOMBO 5,4
2019-11-30,Seethawkakpura,1
2019-12-26,MARAWILA,1
2019-08-28,COLOMBO 4,2
2019-10-17,KOTTE,1
2019-10-10,MOUNT LAVINIA,1
2019-10-29,PILIYANDALA,1
2019-11-05,COLOMBO 3,4
2019-12-23,IBBAGAMUWA,1
2019-12-12,COLOMBO 14,4
2020-03-04,TALAWATUGODA,1
2019-10-10,KADAWATHA,3
2020-01-04,GAMPAHA,1
2020-03-19,PITA KOTTE,1
2019-09-23,NITTAMBUWA,1
2020-01-20,KATUNAYAKE (FTZ),4
2019-11-29,COLOMBO 7,7
2020-03-11,COLOMBO 4,2
2020-04-01,COLOMBO 3,4
2019-11-27,BINGIRIYA,1
2019-09-21,"NAWAM MW ,CO",1
2020-02-03,HANWELLA,1
2019-12-09,COLOMBO 1,11
2019-08-21,HOMAGAMA,1
2019-09-16,JA-ELA,1
2020-01-04,COLOMBO 2,12
2019-09-03,COLOMBO 9,1
2019-12-17,KATUNAYAKE,3
2020-03-18,COLOMBO 15,1
2019-12-12,COLOMBO 11,1
2020-03-10,BORALESGAMUWA,2
2019-06-06,SANDALANKAWA,2
2019-10-25,PILIYANDALA,1
2019-07-08,JA ELA,2
2019-10-18,MORATUWA,5
2020-02-15,HOMAGAMA,1
2020-03-31,BORALESGAMUWA,1
2019-08-23,DELGODA,1
2020-02-20,BATTARAMULLA,2
2019-11-27,NUGEGODA,2
2019-09-27,NITTAMBUWA,3
2019-11-06,Kaduwela,2
2019-11-13,MAHARAGAMA,1
2019-12-13,BIYAGAMA IPZ,3
2020-06-01,COLOMBO 10,14
2019-08-26,ANURADHAPURA,1
2020-01-16,WEWELDENIYA,1
2020-03-14,RATMALWALA,1
2020-03-27,SEEDUWA,1
2019-09-20,KALUTARA,1
2019-12-10,COLOMBO 2,1
2019-11-02,Bepzbiyagama,2
2019-11-23,WATTALA,7
2020-05-21,COLOMBO 7,1
2019-06-03,DELGODA,1
2020-01-20,RAJAGIRIYA,5
2020-04-09,COLOMBO 3,1
2019-07-22,ANURADHAPURA,1
2019-12-05,MOUNT LAVINIA,2
2019-08-20,COLOMBO 6,4
2019-06-17,PANNIPITIYA,2
2020-02-06,WATTALA,3
2020-02-17,AVISSAWELLA,1
2019-08-24,SIR R F MW C,1
2019-09-16,COLOMBO 8,7
2020-05-13,COLOMBO 2,6
2019-11-04,BADALGAMA,5
2020-02-14,MULLERIYAWA NEW TOWN,1
2020-05-19,BADALGAMA,11
2019-10-01,COLOMBO 5,1
2019-11-20,COLOMBO 7,4
2019-11-13,COLOMBO 3,44
2019-11-30,BADULLA,1
2020-02-25,BATTARAMULLA,1
2020-02-27,MAHARAGAMA,2
2019-09-18,WENNAPPUWA,1
2020-01-03,BIYAGAMA,3
2019-08-30,COLOMBO 4,3
2019-10-31,JA ELA,1
2019-09-19,MATARA,1
2019-11-16,GAMPAHA,1
2019-06-27,KATUNAYAKE,8
2020-02-29,BINGIRIYA,1
2020-01-14,KANDANA,1
2019-07-01,COLOMBO 15,1
2020-03-17,COLOMBO 15,4
2019-06-04,AVISSAWELLA,1
2019-10-28,KOTTE,6
2019-11-15,PANNIPITIYA,3
